-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707
-1.024718285,5.717353821,8.082824707